"SampleID",SampleType,SampleSource,Host/SampleName,CollectionDate,CollectorName,CollectionMethod,CollectionDepth_cm,Latitude,Longitude,Elevation,DNAExtractionProtocol,ExtractorName,ExtractionDate,FwdPrimer,RevPrimer,AmplicationDate,LibraryPrepDate,DNAConcentration [ng/uL],LibraryMethod,FwdBarcode,RevBarcode,Library-Run_Name,SampleDescription,Project_Name,Plate,PlateLocation,SequencingRun_Name,Burned,BurnYear,Diet,ActivityLevel,Age,Gender,Ethnicity,WeeklyChewTobacco,WeeklyAlcohol,WeeklyCigarettes,WeeklyVape,WeeklyDrugs
"WS-1-4-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23418015,36.0658188,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A504,i7_B701,,Woolsey_Wet_Prairie_WS_1.4_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-1-5-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23410468,36.06584932,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A505,i7_B701,,Woolsey_Wet_Prairie_WS_1.5_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-2-1-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23422843,36.06586428,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A506,i7_B701,,Woolsey_Wet_Prairie_WS_2.1_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-2-2-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23415139,36.06587111,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A507,i7_B701,,Woolsey_Wet_Prairie_WS_2.2_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-2-3-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23429717,36.06597562,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A508,i7_B701,,Woolsey_Wet_Prairie_WS_2.3_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-2-4-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23414689,36.06600079,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A501,i7_B702,,Woolsey_Wet_Prairie_WS_2.4_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-2-5-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23403395,36.06602229,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A502,i7_B702,,Woolsey_Wet_Prairie_WS_2.5_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-3-1-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23442577,36.06589736,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A503,i7_B702,,Woolsey_Wet_Prairie_WS_3.1_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-3-2-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23436227,36.06590523,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A504,i7_B702,,Woolsey_Wet_Prairie_WS_3.2_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-3-3-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23452778,36.06597083,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A505,i7_B702,,Woolsey_Wet_Prairie_WS_3.3_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-3-4-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23448112,36.06599899,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A506,i7_B702,,Woolsey_Wet_Prairie_WS_3.4_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-3-5-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23438055,36.06596997,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A507,i7_B702,,Woolsey_Wet_Prairie_WS_3.5_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-4-1-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23404428,36.06624063,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A508,i7_B702,,Woolsey_Wet_Prairie_WS_4.1_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-4-2-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23405611,36.06617313,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A501,i7_B703,,Woolsey_Wet_Prairie_WS_4.2_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-4-3-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23407908,36.0661305,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A502,i7_B703,,Woolsey_Wet_Prairie_WS_4.3_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-4-4-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23420233,36.06611855,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A503,i7_B703,,Woolsey_Wet_Prairie_WS_4.4_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-4-5-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23417143,36.0661702,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A504,i7_B703,,Woolsey_Wet_Prairie_WS_4.5_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-5-1-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23429467,36.06614293,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A505,i7_B703,,Woolsey_Wet_Prairie_WS_5.1_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-5-2-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23429278,36.06609553,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A506,i7_B703,,Woolsey_Wet_Prairie_WS_5.2_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-5-3-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23436489,36.0661064,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A507,i7_B703,,Woolsey_Wet_Prairie_WS_5.3_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-5-4-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23435658,36.06616866,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A508,i7_B703,,Woolsey_Wet_Prairie_WS_5.4_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-5-5-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23449451,36.06608295,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A501,i7_B704,,Woolsey_Wet_Prairie_WS_5.5_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-6-1-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23451969,36.06609271,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A502,i7_B704,,Woolsey_Wet_Prairie_WS_6.1_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-6-2-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23466227,36.06607313,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A503,i7_B704,,Woolsey_Wet_Prairie_WS_6.2_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-6-3-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.2347559,36.06612343,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A504,i7_B704,,Woolsey_Wet_Prairie_WS_6.3_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-6-4-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23454955,36.06614699,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A505,i7_B704,,Woolsey_Wet_Prairie_WS_6.4_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-6-5-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.2344852,36.06620176,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A506,i7_B704,,Woolsey_Wet_Prairie_WS_6.5_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-7-1-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23406156,36.06636367,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A507,i7_B704,,Woolsey_Wet_Prairie_WS_7.1_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-7-2-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23418202,36.06628684,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A508,i7_B704,,Woolsey_Wet_Prairie_WS_7.2_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-7-3-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23429759,36.06627432,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A501,i7_B705,,Woolsey_Wet_Prairie_WS_7.3_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-7-4-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23436016,36.06631323,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A502,i7_B705,,Woolsey_Wet_Prairie_WS_7.4_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-7-5-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23425898,36.06636947,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A503,i7_B705,,Woolsey_Wet_Prairie_WS_7.5_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-8-1-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23446379,36.06631667,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A504,i7_B705,,Woolsey_Wet_Prairie_WS_8.1_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-8-2-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23458283,36.0663276,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A505,i7_B705,,Woolsey_Wet_Prairie_WS_8.2_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-8-3-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23453704,36.06642554,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A506,i7_B705,,Woolsey_Wet_Prairie_WS_8.3_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-8-4-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23442199,36.06638669,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A507,i7_B705,,Woolsey_Wet_Prairie_WS_8.4_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-8-5-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23440345,36.06638313,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A508,i7_B705,,Woolsey_Wet_Prairie_WS_8.5_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-9-1-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23465193,36.06622432,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A501,i7_B706,,Woolsey_Wet_Prairie_WS_9.1_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-9-2-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23466705,36.06627058,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A502,i7_B706,,Woolsey_Wet_Prairie_WS_9.2_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-9-3-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23479456,36.06627799,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A503,i7_B706,,Woolsey_Wet_Prairie_WS_9.3_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-9-4-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23474355,36.06639002,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A504,i7_B706,,Woolsey_Wet_Prairie_WS_9.4_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-9-5-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23462519,36.06639531,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A505,i7_B706,,Woolsey_Wet_Prairie_WS_9.5_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-10-1-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23411098,36.06645153,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A506,i7_B706,,Woolsey_Wet_Prairie_WS_10.1_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-10-2-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23420595,36.06642115,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A507,i7_B706,,Woolsey_Wet_Prairie_WS_10.2_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-10-3-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23428928,36.06643351,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A508,i7_B706,,Woolsey_Wet_Prairie_WS_10.3_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-10-4-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23412707,36.06649852,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A501,i7_B707,,Woolsey_Wet_Prairie_WS_10.4_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-10-5-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23410024,36.06656346,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A502,i7_B707,,Woolsey_Wet_Prairie_WS_10.5_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-11-1-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23460694,36.06655025,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A503,i7_B707,,Woolsey_Wet_Prairie_WS_11.1_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-11-2-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23464801,36.06650849,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A504,i7_B707,,Woolsey_Wet_Prairie_WS_11.2_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WS-11-3-F",Environmental,Soil,Woolsey Wet Prairie,?,Faye Smith,Top 10 cm from 4 2.5cm cores in corners of sq-meter box, 2mm screen, homogenize,10,-94.23454188,36.06647887,374,Qiagen PowerSoil,Alyssa Tidwell & Jennifer Lawrence,2018-11-18,ITS1f-Next,ITS2-Next,2018-12-01,,,2-Step PCR,i5_A505,i7_B707,,Woolsey_Wet_Prairie_WS_11.3_F,Woolsey_Wet_Prairie,,,Macrogen_2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
